OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
1,003-0058,1139-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2,003-0065,0900-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
3,003-0053,0664-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
4,073-0003,2812-000,Soccer à 11,Saint-Laurent,Sportif
5,003-0046,0307-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
6,075-0080,0922-000,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
7,075-0079,0922-000,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
8,042-0149,0961-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
9,049-0030,0699-000,Pastille - Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
10,072-0033,0699-000,Anneau / Rond de glace,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
11,065-0017,0970-000,Patinoire 4 saisons,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
12,003-0510,0714-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
13,032-0012,0704-000,Fer / Galet,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
14,073-0029-76-S1,0950-001,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
15,073-0029-76-S2,0950-001,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
16,073-0057-76-S1,0157-000,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
17,042-0148,0976-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
18,001-0025,0976-000,Abri soleil,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
19,003-0429,1860-014,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
20,042-0150,0904-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
21,003-0511,,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
22,012-0022,0282-000,Aire d'entraînement pour adultes,Le Sud-Ouest,Loisirs et détente
23,004-0065,0023-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
24,081-0064,2456-000,Tennis,LaSalle,Sportif
25,042-0152,0986-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
26,012-0061,0705-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
27,013-0050,0971-000,Aire d'exercice canin,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
28,012-0060,1262-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
29,012-0062,0984-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
30,020-0024,0984-000,Belvédère,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
31,062-0005,0978-000,Plancher de danse,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
32,012-0063,0995-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
33,095-0104,2858-000,Pétanque,Saint-Léonard,Loisirs et détente
34,095-0102,0343-000,Pétanque,Le Sud-Ouest,Loisirs et détente
35,095-0106,0252-000,Pétanque,Ville-Marie,Loisirs et détente
36,062-0004,0679-000,Plancher de danse,Rosemont-La Petite-Patrie,Loisirs et détente
37,095-0103,0345-000,Pétanque,Le Sud-Ouest,Loisirs et détente
38,076-0157,0969-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
39,075-0083,0969-000,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
40,075-0082,1083-000,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
41,075-0081,1083-000,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
42,053-0078,1122-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
43,042-0151,0866-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
44,042-0153,0986-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
45,001-0029,0995-000,Abri soleil,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
46,056-0014,9502-000,Piste cyclable,L'Île-Bizard-Sainte-Geneviève,Plein air
47,073-0012-76-S1,0459-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
48,076-0085,2442-000,Soccer à 7,LaSalle,Sportif
49,095-0107,0061-000,Pétanque,Le Plateau-Mont-Royal,Loisirs et détente
50,002-0007,2826-000,Aire de glissade,Saint-Laurent,Loisirs et détente
51,053-0090,1140-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
52,009-0060,0942-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
53,042-0154,0942-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
54,003-0165,0942-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
55,009-0059,0942-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
56,009-0061,0947-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
57,032-0020,2010-000,Fer / Galet,Anjou,Loisirs et détente
58,003-0305,2924-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
59,053-0013,0015-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
60,012-0064,0942-000,Aire d'entraînement pour adultes,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
61,073-0104-76-S2,1267-000,Soccer sous-terrain à 7,Anjou,Sportif
62,073-0001-76-S2,2826-000,Soccer sous-terrain à 7,Saint-Laurent,Sportif
63,073-0009-76-S1,0236-000,Soccer sous-terrain à 7,Le Plateau-Mont-Royal,Sportif
64,073-0012-76-S2,0459-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
65,073-0013-76-S1,0025-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
66,073-0009-76-S2,0236-000,Soccer sous-terrain à 7,Le Plateau-Mont-Royal,Sportif
67,073-0011-76-S1,0412-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
68,073-0011-76-S2,0412-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
69,073-0017-76-S1,0006-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
70,004-0455,0947-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
71,073-0017-76-S2,0006-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
72,073-0027-76-S2,0126-000,Soccer sous-terrain à 7,Rosemont-La Petite-Patrie,Sportif
73,073-0030-76-S2,0401-000,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
74,073-0035-76-S1,0950-440,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
75,073-0037-76-S1,2601-000,Soccer sous-terrain à 7,Outremont,Sportif
76,073-0038-76-S1,0270-000,Soccer sous-terrain à 7,Ville-Marie,Sportif
77,073-0038-76-S2,0270-000,Soccer sous-terrain à 7,Ville-Marie,Sportif
78,073-0046-76-S1,2675-000,Soccer sous-terrain à 7,Pierrefonds-Roxboro,Sportif
79,073-0050-76-S1,2348-000,Soccer sous-terrain à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
80,073-0050-76-S2,2348-000,Soccer sous-terrain à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
81,073-0051-76-S1,2348-000,Soccer sous-terrain à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
82,073-0055-76-S1,0156-000,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
83,073-0062-76-S1,2891-000,Soccer sous-terrain à 7,Verdun,Sportif
84,073-0063-76-S2,2891-000,Soccer sous-terrain à 7,Verdun,Sportif
85,073-0064-76-S1,2895-000,Soccer sous-terrain à 7,Verdun,Sportif
86,073-0077-76-S2,1192-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
87,073-0079-76-S2, ,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
88,073-0080-76-S1, ,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
89,073-0080-76-S2, ,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
90,073-0086-76-S1,2564-000,Soccer sous-terrain à 7,Montréal-Nord,Sportif
91,073-0086-76-S2,2564-000,Soccer sous-terrain à 7,Montréal-Nord,Sportif
92,073-0094-76-S1,0076-000,Soccer sous-terrain à 7,Mercier-Hochelaga-Maisonneuve,Sportif
93,073-0094-76-S2,0076-000,Soccer sous-terrain à 7,Mercier-Hochelaga-Maisonneuve,Sportif
94,018-0055,2601-000,Basketball,Outremont,Récréatif
95,073-0024-75-S2, ,Soccer sous-terrain à 4-5,Lachine,Sportif
96,073-0024-75-S3, ,Soccer sous-terrain à 4-5,Lachine,Sportif
97,076-0141-75-S1,2009-000,Soccer sous-terrain à 4-5,Anjou,Sportif
98,074-0002-76-S2, ,Soccer sous-terrain à 7,Saint-Laurent,Sportif
99,074-0005-76-S2,1860-012,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
100,074-0006-76-S2, ,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
101,074-0007-76-S1,0424-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
102,074-0009-76-S1,0409-000,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
103,074-0009-76-S2,0409-000,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
104,074-0010-76-S2,2612-000,Soccer sous-terrain à 7,Outremont,Sportif
105,074-0014-76-S1,2348-000,Soccer sous-terrain à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
106,074-0014-76-S2,2348-000,Soccer sous-terrain à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
107,074-0016-76-S1,1860-024,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
108,074-0025-76-S1,1083-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
109,074-0026-76-S1,0980-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
110,074-0026-76-S2,0980-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
111,074-0030-76-S2,2850-000,Soccer sous-terrain à 7,Saint-Léonard,Sportif
112,054-0023,,Ping-pong,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
113,077-0004-75-S1,0158-000,Soccer sous-terrain à 4-5,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
114,077-0004-75-S2,0158-000,Soccer sous-terrain à 4-5,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
115,076-0160,2812-000,Soccer à 7,Saint-Laurent,Sportif
116,018-0005,2798-000,Basketball,Saint-Laurent,Récréatif
117,042-0002,2795-000,Jeux d'eau,Saint-Laurent,Récréatif
118,042-0155,2557-000,Jeux d'eau,Montréal-Nord,Récréatif
119,042-0145,1028-000,Jeux d'eau,Ville-Marie,Récréatif
120,042-0104,0363-000,Jeux d'eau,Le Sud-Ouest,Récréatif
121,075-0074,2852-000,Soccer à 4-5,Saint-Léonard,Sportif
122,075-0077,2852-000,Soccer à 4-5,Saint-Léonard,Sportif
123,075-0075,2852-000,Soccer à 4-5,Saint-Léonard,Sportif
124,003-0009,2800-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
125,004-0008,2800-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
126,003-0512,3816-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
127,042-0158,0225-000,Jeux d'eau,Ville-Marie,Récréatif
128,037-0009,2893-000,Grève / Plage,Verdum,Plein air
129,063-0019,0225-000,Quai,Ville-Marie,Plein air
130,055-0039,2893-000,Piscine extérieure,Verdun,Récréatif
131,073-0014,0024-000,Soccer à 11,Ahuntsic-Cartierville,Sportif
132,003-0124,0878-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
133,095-0108,0363-000,Pétanque,Le Sud-Ouest,Loisirs et détente
134,076-0018-75-S2,0012-000,Soccer sous-terrain à 4-5,Ahuntsic-Cartierville,Sportif
135,042-0157,2398-000,Jeux d'eau,Lachine,Récréatif
136,100-0001,0225-000,Sentier multifonctionnel,Ville-Marie,Plein air
137,004-0456,3816-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
138,067-0018,0225-000,Scène,Ville-Marie,Loisirs et détente
139,003-0119,0205-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
140,002-0035,0225-000,Aire de glissade,Ville-Marie,Loisirs et détente
141,073-0052-76-S2,0146-000,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
142,020-0025,1810-200,Belvédère,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
143,020-0026,1810-200,Belvédère,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
144,100-0002,0225-000,Sentier multifonctionnel,Ville-Marie,Plein air
145,073-0052-76-S1,0146-000,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
146,004-0354,1074-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
147,003-0125,1173-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
148,003-0282,0137-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
149,100-0003,0950-000,Sentier multifonctionnel,Villeray-Saint-Michel-Parc-Extension,Plein air
150,076-0158,0146-000,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
151,037-0005,9503-000,Grève / Plage,Pierrefonds-Roxboro,Plein air
152,024-0002,9503-000,Canöe / Kayak,Pierrefonds-Roxboro,Plein air
153,020-0027,1215-000,Belvédère,LaSalle,Loisirs et détente
154,101-0001,2401-000,Arboretum,Lachine,Loisirs et détente
155,009-0062,2401-000,Aire de pique-nique,Lachine,Plein air
156,081-0103,2556-000,Tennis,Montréal-Nord,Sportif
157,042-0159,2550-000,Jeux d'eau,Montréal-Nord,Récréatif
158,095-0109,2555-000,Pétanque,Montréal-Nord,Loisirs et détente
159,003-0513,,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
160,004-0457,,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
161,056-0018,2401-000,Piste cyclable,Lachine,Plein air
162,070-0033,2401-000,Sentier de ski de fond,Lachine,Plein air
163,042-0144,0172-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
164,050-0068,2564-000,Pataugeoire,Montréal-Nord,Récréatif
165,005-0014,2660-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
166,003-0279,0157-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
167,075-0049,0157-000,Soccer à 4-5,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
168,075-0050,0157-000,Soccer à 4-5,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
169,073-0057,0157-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
170,075-0091,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
171,073-0057-77-S2,0157-000,Soccer sous-terrain à 9,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
172,075-0084,0179-000,Soccer à 4-5,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
173,075-0086,0179-000,Soccer à 4-5,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
174,001-0030,1215-000,Abri soleil,LaSalle,Plein air
175,075-0085,0179-000,Soccer à 4-5,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
176,066-0002,0206-000,Rugby / Soccer à 11,Rosemont-La Petite-Patrie,Sportif
177,081-0104,0161-000,Tennis,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
178,049-0031, ,Pastille - Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
179,018-0048,0940-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
180,073-0051-76-S2,2348-000,Soccer sous-terrain à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
181,042-0160,0140-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
182,009-0063,0145-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
183,071-0064,0513-000,Sentier pédestre,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
184,089-0063,0146-000,Volleyball de plage,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
185,018-0143,0146-000,Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
186,009-0064,0146-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
187,089-0064,0138-000,Volleyball de plage,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
188,053-0091,0138-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
189,073-0110,2826-000,Soccer à 11,Saint-Laurent,Sportif
190,075-0087,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
191,075-0088,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
192,064-0013,0704-000,Rampe de mise à l'eau / descente de bateaux,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
193,075-0089,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
194,075-0090,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
195,075-0092,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
196,004-0458,2831-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
197,067-0019,2796-000,Scène,Saint-Laurent,Loisirs et détente
198,071-0065,2796-000,Sentier pédestre,Saint-Laurent,Plein air
199,005-0042,2796-000,Aire de jeu combiné,Saint-Laurent,Aire de jeu - enfant
200,001-0032,2796-000,Abri soleil,Saint-Laurent,Plein air
201,097-0003,0355-000,Fontaine,Ville-Marie,Loisirs et détente
202,097-0002,1269-000,Fontaine,Ville-Marie,Loisirs et détente
203,097-0004,2796-000,Fontaine,Saint-Laurent,Loisirs et détente
204,003-0284,0170-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
205,003-0121,0212-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
206,002-0012,2396-000,Aire de glissade,Lachine,Loisirs et détente
207,031-0018,2800-000,Étang / lac,Saint-Laurent,Plein air
208,031-0019,2805-000,Étang / lac,Saint-Laurent,Plein air
209,009-0065,0341-000,Aire de pique-nique,Le Sud-Ouest,Plein air
210,009-0066,0341-000,Aire de pique-nique,Le Sud-Ouest,Plein air
211,009-0067,0341-000,Aire de pique-nique,Le Sud-Ouest,Plein air
212,009-0068,0950-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
213,020-0028,0950-000,Belvédère,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
214,020-0029,0950-000,Belvédère,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
215,009-0069,0950-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
216,020-0030,0950-000,Belvédère,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
217,070-0017,0950-000,Sentier de ski de fond,Villeray-Saint-Michel-Parc-Extension,Plein air
218,004-0319,0316-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
219,003-0233,2687-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
220,020-0031,0950-000,Belvédère,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
221,020-0032,0950-000,Belvédère,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
222,003-0514,0341-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
223,009-0070,0947-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
224,042-0161,0947-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
225,003-0515,0947-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
226,102-0001,1083-000,Piste d'athlétisme (100m) et équipements,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
227,075-0095,1648-286,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
228,001-0033,0950-000,Abri soleil,Villeray-Saint-Michel-Parc-Extension,Plein air
229,075-0096,1648-286,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
230,003-0494,2014-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
231,073-0051,2348-000,Soccer à 11,L'Île-Bizard-Sainte-Geneviève,Sportif
232,053-0092,0692-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
233,100-0005,0121-000,Sentier multifonctionnel,Mercier-Hochelaga-Maisonneuve,Plein air
234,009-0071,0121-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
235,074-0021-76-S1,2913-000,Soccer sous-terrain à 7,Verdun,Sportif
236,067-0020,1215-000,Scène,LaSalle,Loisirs et détente
237,081-0102,2859-000,Tennis,Saint-Léonard,Sportif
238,003-0281,0138-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
239,056-0019,1215-000,Piste cyclable,LaSalle,Plein air
240,020-0034,1215-000,Belvédère,LaSalle,Loisirs et détente
241,063-0020,1215-000,Quai,LaSalle,Plein air
242,073-0084-76-S1,0971-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
243,073-0084-76-S2,0971-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
244,003-0516,0238-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
245,009-0072,0238-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
246,042-0162,1071-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
247,009-0073,1071-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
248,074-0024-76-S1,,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
249,074-0024-76-S2,,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
250,067-0015,2009-000,Scène,Anjou,Loisirs et détente
251,018-0049,0952-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
252,001-0035,0121-000,Abri soleil,Mercier-Hochelaga-Maisonneuve,Plein air
253,053-0093,0952-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
254,009-0074,0219-000,Aire de pique-nique,Rosemont-La Petite-Patrie,Plein air
255,009-0075,0219-000,Aire de pique-nique,Rosemont-La Petite-Patrie,Plein air
256,065-0015,0345-000,Patinoire 4 saisons,Le Sud-Ouest,Récréatif
257,004-0171,0566-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
258,003-0517,,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
259,004-0462,,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
260,012-0065,,Aire d'entraînement pour adultes,Ville-Marie,Loisirs et détente
261,054-0024,,Ping-pong,Ville-Marie,Loisirs et détente
262,089-0065,,Volleyball de plage,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
263,003-0518,1029-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
264,012-0066,,Aire d'entraînement pour adultes,Ville-Marie,Loisirs et détente
265,054-0025,0401-000,Ping-pong,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
266,009-0076,0401-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
267,053-0094,0401-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
268,042-0163,0302-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
269,075-0097,0950-001,Soccer à 4-5,Villeray-Saint-Michel-Parc-Extension,Sportif
270,076-0076,2895-000,Soccer à 7,Verdun,Sportif
271,071-0036,2723-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
272,073-0081-76-S1,0964-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
273,073-0081-76-S2,0964-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
274,073-0081,0964-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
275,065-0018,0058-000,Patinoire 4 saisons,Mercier-Hochelaga-Maisonneuve,Récréatif
276,042-0164,0186-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
277,042-0165,0058-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
278,009-0077,0058-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
279,009-0078,0780-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
280,003-0156,0943-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
281,012-0025,0703-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
282,042-0166,2601-000,Jeux d'eau,Outremont,Récréatif
283,097-0006,0075-000,Fontaine,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
284,095-0112,0495-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
285,004-0464,0101-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
286,066-0004,0101-000,Rugby / Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
287,009-0079,1266-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
288,012-0067,0106-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
289,001-0023,2011-000,Abri soleil,Anjou,Plein air
290,001-0021,0115-000,Abri soleil,Mercier-Hochelaga-Maisonneuve,Plein air
291,001-0034,,Abri soleil,Mercier-Hochelaga-Maisonneuve,Plein air
292,001-0019,2562-000,Abri soleil,Montréal-Nord,Plein air
293,001-0015,0678-000,Abri soleil,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
