OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
1796,042-0036,1273-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
1797,052-0044,0212-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
1798,076-0061,2350-000,Soccer à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
1799,050-0017,0024-000,Pataugeoire,Ahuntsic-Cartierville,Récréatif
1800,003-0507,1293-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
1801,021-0001,2811-000,Bocce,Saint-Laurent,Loisirs et détente
1802,064-0014,1140-000,Rampe de mise à l'eau / descente de bateaux,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1803,018-0039,1133-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
1804,075-0046,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
1805,042-0071,0139-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1806,013-0015,0126-000,Aire d'exercice canin,Rosemont-La Petite-Patrie,Loisirs et détente
1807,003-0026,2832-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1808,095-0094,2013-000,Pétanque,Anjou,Loisirs et détente
1809,016-0106,2469-000,Balle,LaSalle,Sportif
1810,018-0087,2907-000,Basketball,Verdun,Récréatif
1811,004-0121,1131-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1812,076-0004,2812-000,Soccer à 7,Saint-Laurent,Sportif
1813,053-0016,0413-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
1814,002-0021,2675-000,Aire de glissade,Pierrefonds-Roxboro,Loisirs et détente
1815,095-0049,2892-000,Pétanque,Verdun,Loisirs et détente
1816,004-0400,0111-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1817,004-0259,2926-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1818,004-0093,0010-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1819,005-0002,0304-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1820,053-0050,0156-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1821,018-0018, ,Basketball,Le Plateau-Mont-Royal,Récréatif
1822,060-0002,1083-000,Piste de BMX,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1823,016-0059,0941-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
1824,037-0006,2728-000,Grève / Plage,Pierrefonds-Roxboro,Plein air
1825,003-0030,2819-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1826,003-0255,2366-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1827,003-0179,2608-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
1828,003-0254,2344-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1829,052-0041,0291-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
1830,003-0002,2793-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1831,070-0032,0109-000,Sentier de ski de fond,Mercier-Hochelaga-Maisonneuve,Plein air
1832,076-0056,2714-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
1833,098-0001,1117-001,Jeu d'échecs,Ville-Marie,Récréatif
1834,012-0031,2560-000,Aire d'entraînement pour adultes,Montréal-Nord,Loisirs et détente
1835,018-0077,2351-000,Basketball,L'Île-Bizard-Sainte-Geneviève,Récréatif
1836,042-0123,0482-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
1837,076-0100,0964-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1838,016-0039,2398-000,Balle,Lachine,Sportif
1839,052-0001,2799-000,Patinoire avec bandes,Saint-Laurent,Récréatif
1840,064-0017,0764-000,Rampe de mise à l'eau / descente de bateaux,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1841,049-0011,0187-000,Pastille - Basketball,Rosemont-La Petite-Patrie,Récréatif
1842,008-0008,2405-000,Aire de pêche autorisée,Lachine,Plein air
1843,089-0030,1173-000,Volleyball de plage,Rosemont-La Petite-Patrie,Récréatif
1844,003-0068,0035-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1845,095-0053,2452-000,Pétanque,LaSalle,Loisirs et détente
1846,021-0009,0011-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
1847,018-0014,2818-000,Basketball,Saint-Laurent,Récréatif
1848,016-0138,0188-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1849,012-0024,0694-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1850,016-0074,2651-000,Balle,Pierrefonds-Roxboro,Sportif
1851,052-0031,0011-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
1852,042-0020,0047-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
1853,074-0030,2850-000,Soccer / Football,Saint-Léonard,Sportif
1854,089-0021,1860-012,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
1855,054-0006,0011-000,Ping-pong,Ahuntsic-Cartierville,Loisirs et détente
1856,004-0266,2904-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1857,003-0258,2352-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1858,055-0010,0046-000,Piscine extérieure,Le Plateau-Mont-Royal,Récréatif
1859,003-0076,1063-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1860,003-0450,0058-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1861,005-0022, ,Aire de jeu combiné,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1862,042-0079,2937-000,Jeux d'eau,Verdun,Récréatif
1863,004-0278,2441-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1864,001-0005,2824-000,Abri soleil,Saint-Laurent,Plein air
1865,075-0048,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
1866,081-0092,2010-000,Tennis,Anjou,Sportif
1867,095-0087,0056-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1868,003-0236,2700-007,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1869,031-0006,0061-000,Étang / lac,Le Plateau-Mont-Royal,Plein air
1870,037-0002, ,Grève / Plage,Ville-Marie,Plein air
1871,021-0011,0303-000,Bocce,Rosemont-La Petite-Patrie,Loisirs et détente
1872,042-0068,0151-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1873,002-0027,0679-000,Aire de glissade,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1874,081-0098,2855-000,Tennis,Saint-Léonard,Sportif
1875,003-0021,2814-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1876,004-0389,2565-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1877,031-0004,2791-000,Étang / lac,Saint-Laurent,Plein air
1878,018-0065,2651-000,Basketball,Pierrefonds-Roxboro,Récréatif
1879,004-0356,0708-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1880,016-0093,0151-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1881,031-0017,1806-119,Étang / lac,Ville-Marie,Plein air
1882,004-0351,0904-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1883,004-0293,2457-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1884,016-0020,0412-000,Balle,Ahuntsic-Cartierville,Sportif
1885,016-0143,0110-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1886,076-0128, ,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
1887,057-0003,0495-000,Piste d'athlétisme (200m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
1888,032-0014,0097-000,Fer / Galet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1889,052-0118,0098-000,Patinoire avec bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
1890,018-0114,0697-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1891,004-0227,2351-000,Aire de jeu  5 à 12 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1892,052-0014,0061-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
1893,072-0009,2799-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
1894,042-0024,0023-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
1895,055-0024,0938-000,Piscine extérieure,Villeray-Saint-Michel-Parc-Extension,Récréatif
1896,003-0042,0331-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1897,071-0011,0451-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
1898,071-0006,3814-000,Sentier pédestre,Saint-Laurent,Plein air
1899,053-0035,0199-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
1900,075-0011,2430-003,Soccer à 4-5,Lachine,Sportif
1901,003-0264,2358-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1902,089-0010,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
1903,004-0186,2672-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1904,076-0019,2430-003,Soccer à 7,Lachine,Sportif
1905,016-0027,0425-000,Balle,Ahuntsic-Cartierville,Sportif
1906,004-0198,2669-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1907,095-0025,0241-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
1908,081-0030,2604-000,Tennis,Outremont,Sportif
1909,004-0019,2813-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1910,003-0020,2813-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1911,010-0014,0908-000,Aire de planche à roulette,Ville-Marie,Récréatif
1912,042-0043,0298-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
1913,003-0483,2002-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
1914,003-0388,0829-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1915,016-0103,2460-000,Balle,LaSalle,Sportif
1916,004-0185,2720-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1917,089-0036,2348-000,Volleyball de plage,L'Île-Bizard-Sainte-Geneviève,Récréatif
1918,052-0002,2802-000,Patinoire avec bandes,Saint-Laurent,Récréatif
1919,049-0010,0207-000,Pastille - Basketball,Rosemont-La Petite-Patrie,Récréatif
1920,009-0053,1267-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
1921,010-0020,2468-000,Aire de planche à roulette,LaSalle,Récréatif
1922,021-0028,0156-000,Bocce,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1923,003-0328,2444-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1924,003-0040,0046-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1925,004-0388,2558-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1926,095-0017,0010-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
1927,009-0025,9502-000,Aire de pique-nique,L'Île-Bizard-Sainte-Geneviève,Plein air
1928,052-0030,0413-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
1929,003-0181,2610-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
1930,053-0059,2895-000,Patinoire sans bandes,Verdun,Récréatif
1931,076-0140,2001-000,Soccer à 7,Anjou,Sportif
1932,018-0130, ,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
1933,003-0376,0259-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
1934,095-0073,2552-000,Pétanque,Montréal-Nord,Loisirs et détente
1935,055-0073,2854-000,Piscine extérieure,Saint-Léonard,Récréatif
1936,073-0075,4107-003,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1937,053-0073,0998-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1938,024-0003,1215-000,Canöe / Kayak,LaSalle,Plein air
1939,075-0034,2668-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1940,095-0096,0407-000,Pétanque,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
1941,016-0064,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
1942,081-0013,0424-000,Tennis,Ahuntsic-Cartierville,Sportif
1943,073-0052,0146-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1944,002-0026,9562-000,Aire de glissade,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1945,050-0055,2898-000,Pataugeoire,Verdun,Récréatif
1946,016-0141,0495-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1947,012-0017,0138-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1948,004-0211,,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1949,067-0005,1173-000,Scène,Rosemont-La Petite-Patrie,Loisirs et détente
1950,073-0088, ,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
1951,081-0071,0351-000,Tennis,Le Sud-Ouest,Sportif
1952,052-0024,0459-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
1953,081-0049,2350-000,Tennis,L'Île-Bizard-Sainte-Geneviève,Sportif
1954,089-0056,0098-000,Volleyball de plage,Mercier-Hochelaga-Maisonneuve,Récréatif
1955,073-0054,0166-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1956,003-0501,2855-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
1957,003-0136,0218-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1958,009-0051,2563-000,Aire de pique-nique,Montréal-Nord,Plein air
1959,042-0118,2558-000,Jeux d'eau,Montréal-Nord,Récréatif
1960,009-0040,9562-000,Aire de pique-nique,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1961,003-0210,2720-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1962,075-0045,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
1963,003-0037,3805-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1964,081-0001,2811-000,Tennis,Saint-Laurent,Sportif
1965,073-0100,0115-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
1966,056-0015,1267-000,Piste cyclable,Mercier-Hochelaga-Maisonneuve,Plein air
1967,013-0003,2812-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
1968,003-0041,0913-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1969,004-0350,0703-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1970,018-0084,0138-000,Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1971,003-0253,2343-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1972,073-0047,2700-001,Soccer à 11,Pierrefonds-Roxboro,Sportif
1973,016-0009,2814-000,Balle,Saint-Laurent,Sportif
1974,021-0046,0097-000,Bocce,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1975,089-0038,2357-000,Volleyball de plage,Pierrefonds-Roxboro,Récréatif
1976,003-0209,2659-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1977,076-0110,0708-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1978,004-0329,0376-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
1979,003-0090,0012-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1980,018-0046,0401-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
1981,065-0013,1860-013,Patinoire 4 saisons,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1982,073-0013-76-S2,0025-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
1983,073-0056-76-S2, ,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1984,074-0002-76-S1, ,Soccer sous-terrain à 7,Saint-Laurent,Sportif
1985,003-0456,0086-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1986,016-0085,2350-000,Balle,L'Île-Bizard-Sainte-Geneviève,Sportif
1987,075-0057,2475-003,Soccer à 4-5,LaSalle,Sportif
1988,089-0019,1860-012,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
1989,073-0005,2812-000,Soccer à 11,Saint-Laurent,Sportif
1990,012-0036,0059-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1991,004-0192,2663-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1992,072-0006,2813-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
1993,048-0009,0459-000,Palet,Ahuntsic-Cartierville,Loisirs et détente
1994,018-0033,0202-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
1995,018-0136,2852-000,Basketball,Saint-Léonard,Récréatif
1996,003-0436,2568-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
1997,010-0021,0345-000,Aire de planche à roulette,Le Sud-Ouest,Récréatif
1998,003-0310,2909-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1999,074-0002, ,Soccer / Football,Saint-Laurent,Sportif
2000,095-0032,0197-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
2001,036-0004, ,Golf,L'Île-Bizard-Sainte-Geneviève,Sportif
2002,004-0371,0976-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2003,003-0297,2896-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2004,058-0020,0101-000,Piste d'athlétisme (400m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
2005,050-0078,2563-000,Pataugeoire,Montréal-Nord,Récréatif
2006,018-0138,2853-000,Basketball,Saint-Léonard,Récréatif
2007,081-0070,2469-000,Tennis,LaSalle,Sportif
2008,003-0340,2461-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
2009,050-0023,2398-000,Pataugeoire,Lachine,Récréatif
2010,003-0269,0523-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2011,018-0102,0398-000,Basketball,Le Sud-Ouest,Récréatif
2012,052-0022,0426-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
2013,004-0013,2834-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2014,054-0022,0337-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
2015,013-0010,0023-000,Aire d'exercice canin,Ahuntsic-Cartierville,Loisirs et détente
2016,050-0077,2560-000,Pataugeoire,Montréal-Nord,Récréatif
2017,003-0313,2937-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2018,081-0044,2685-000,Tennis,Pierrefonds-Roxboro,Sportif
2019,003-0216,2723-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2020,037-0007,2666-000,Grève / Plage,Pierrefonds-Roxboro,Plein air
2021,004-0182,2698-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2022,003-0015,2806-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2023,052-0086,2895-000,Patinoire avec bandes,Verdun,Récréatif
2024,003-0293,2923-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2025,009-0058,0593-000,Aire de pique-nique,Ville-Marie,Plein air
2026,009-0055,0077-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
2027,074-0025,1083-000,Soccer / Football,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2028,042-0128,0077-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
2029,004-0063,0004-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2030,004-0107,0212-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2031,052-0006,2815-000,Patinoire avec bandes,Saint-Laurent,Récréatif
2032,074-0006-76-S1, ,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
2033,064-0011,9502-000,Rampe de mise à l'eau / descente de bateaux,L'Île-Bizard-Sainte-Geneviève,Plein air
2034,003-0404,1074-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2035,074-0006, ,Soccer / Football,Ahuntsic-Cartierville,Sportif
2036,003-0017,2808-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2037,003-0504,2857-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
2038,004-0038,0307-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2039,042-0124,0057-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
2040,004-0246,0173-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2041,028-0005,0414-000,Croquet,Ahuntsic-Cartierville,Récréatif
2042,095-0052,2454-000,Pétanque,LaSalle,Loisirs et détente
2043,053-0011,0025-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
2044,022-0003,0109-000,Boisé,Mercier-Hochelaga-Maisonneuve,Plein air
2045,003-0407,0966-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2046,073-0041,2715-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
2047,074-0029,2861-000,Soccer / Football,Saint-Léonard,Sportif
2048,018-0105,0970-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2049,003-0178,2607-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2050,042-0131,1266-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
2051,004-0341,0689-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2052,004-0286,2453-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
2053,067-0001,3814-000,Scène,Saint-Laurent,Loisirs et détente
2054,048-0006,0091-000,Palet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2055,054-0008,0187-000,Ping-pong,Rosemont-La Petite-Patrie,Loisirs et détente
2056,076-0087,2464-000,Soccer à 7,LaSalle,Sportif
2057,073-0084,0971-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2058,003-0224,2704-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2059,004-0273,2934-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
2060,074-0019,1807-004,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2061,004-0437,2010-000,Aire de jeu  5 à 12 ans,Anjou,Aire de jeu - enfant
2062,055-0030,2730-023,Piscine extérieure,Pierrefonds-Roxboro,Récréatif
2063,042-0016,0046-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
2064,056-0012,9503-000,Piste cyclable,Pierrefonds-Roxboro,Plein air
2065,004-0324,0256-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2066,076-0099,4107-003,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2067,058-0022,2861-000,Piste d'athlétisme (400m) et équipements,Saint-Léonard,Sportif
2068,003-0226,2675-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2069,032-0002,0023-000,Fer / Galet,Ahuntsic-Cartierville,Loisirs et détente
2070,003-0231,2682-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2071,016-0115,0917-000,Balle,Le Sud-Ouest,Sportif
2072,073-0044,2660-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
2073,004-0408,0097-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2074,052-0112,2565-000,Patinoire avec bandes,Montréal-Nord,Récréatif
2075,089-0044,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
2076,089-0008,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
2077,016-0083,2700-003,Balle,Pierrefonds-Roxboro,Sportif
2078,016-0080,2698-000,Balle,Pierrefonds-Roxboro,Sportif
2079,001-0020,0057-000,Abri soleil,Mercier-Hochelaga-Maisonneuve,Plein air
2080,001-0006,3815-000,Abri soleil,Saint-Laurent,Plein air
2081,003-0463,0077-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2082,004-0046,0340-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2083,076-0046,1806-301,Soccer à 7,Ville-Marie,Sportif
2084,003-0108,2398-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
2085,054-0007,0197-000,Ping-pong,Rosemont-La Petite-Patrie,Loisirs et détente
2086,017-0002,1083-000,Balle au mur,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2087,009-0003,2803-000,Aire de pique-nique,Saint-Laurent,Plein air
2088,004-0006,2797-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2089,004-0321,0345-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2090,053-0003,0224-000,Patinoire sans bandes,Le Plateau-Mont-Royal,Récréatif
2091,004-0126,1133-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2092,071-0026,2404-000,Sentier pédestre,Lachine,Plein air
2093,073-0071,0875-000,Soccer à 11,Le Sud-Ouest,Sportif
2094,012-0012,0198-000,Aire d'entraînement pour adultes,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
